City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
238,Port Hedland,AU,2022-03-30 13:16:05,-20.3167,118.5667,84.25,74,100,0.0,overcast clouds
239,Pierre,US,2022-03-30 13:16:06,44.3683,-100.351,29.86,89,100,21.85,mist
240,Shimanovsk,RU,2022-03-30 13:16:06,52.0,127.7,18.7,78,4,8.52,clear sky
241,Cherskiy,RU,2022-03-30 13:16:07,68.75,161.3,-10.89,99,70,3.44,broken clouds
242,Ossora,RU,2022-03-30 13:16:07,59.2353,163.0719,13.1,91,100,4.92,overcast clouds
243,Bahia De Caraquez,EC,2022-03-30 13:16:08,-0.6,-80.4167,75.38,88,98,3.15,overcast clouds
244,Samarai,PG,2022-03-30 13:16:08,-10.6167,150.6667,82.38,77,66,9.98,broken clouds
245,Hervey Bay,AU,2022-03-30 13:16:08,-25.2986,152.8535,74.73,67,0,11.61,clear sky
246,Lima,PE,2022-03-30 13:12:13,-12.0432,-77.0282,72.9,74,0,5.75,clear sky
247,Hualmay,PE,2022-03-30 13:16:09,-11.0964,-77.6139,70.05,83,99,7.92,overcast clouds
248,Praia,CV,2022-03-30 13:16:09,14.9215,-23.5087,72.72,71,99,18.86,overcast clouds
249,Sao Filipe,CV,2022-03-30 13:16:10,14.8961,-24.4956,73.15,72,3,10.69,clear sky
250,Oranjemund,NA,2022-03-30 13:16:10,-28.55,16.4333,66.94,62,100,21.0,overcast clouds
251,Pangnirtung,CA,2022-03-30 13:16:11,66.1451,-65.7125,19.4,79,75,3.44,broken clouds
252,Saskylakh,RU,2022-03-30 13:16:11,71.9167,114.0833,-16.55,96,100,5.46,overcast clouds
253,Atyrau,KZ,2022-03-30 13:16:12,47.1167,51.8833,51.82,58,20,15.66,few clouds
254,Yuanping,CN,2022-03-30 13:16:12,38.7153,112.7575,50.14,31,0,7.92,clear sky
255,East London,ZA,2022-03-30 13:16:13,-33.0153,27.9116,74.34,78,0,5.75,clear sky
256,Rochefort,FR,2022-03-30 13:16:13,45.9167,-1.0,56.93,80,100,5.99,overcast clouds
257,Taltal,CL,2022-03-30 13:16:14,-25.4,-70.4833,63.18,78,22,1.61,few clouds
258,Chingola,ZM,2022-03-30 13:12:42,-12.529,27.8838,69.91,88,68,6.69,light rain
259,Ariquemes,BR,2022-03-30 13:16:14,-9.9133,-63.0408,72.84,99,100,2.84,overcast clouds
260,Ust-Maya,RU,2022-03-30 13:16:15,60.4167,134.5333,7.38,96,97,3.44,overcast clouds
261,Hovd,MN,2022-03-30 13:16:15,48.0056,91.6419,33.15,25,18,15.64,few clouds
262,Mehamn,NO,2022-03-30 13:16:16,71.0357,27.8492,30.11,93,75,21.85,light shower snow
263,Onalaska,US,2022-03-30 13:11:28,43.8844,-91.2351,37.78,88,100,3.0,overcast clouds
264,Tiarei,PF,2022-03-30 13:16:17,-17.5333,-149.3333,78.82,75,22,14.85,light rain
265,Puerto Santander,CO,2022-03-30 13:16:17,8.3636,-72.4063,78.21,89,100,1.48,overcast clouds
266,Torbay,CA,2022-03-30 13:16:17,47.6666,-52.7314,35.38,86,20,20.71,light rain
267,Rodino,RU,2022-03-30 13:16:18,52.5,80.25,34.11,82,86,16.28,overcast clouds
268,Sitka,US,2022-03-30 13:16:18,57.0531,-135.33,42.69,81,100,3.44,light rain
269,Mumford,GH,2022-03-30 13:16:19,5.2618,-0.759,84.96,72,76,12.44,broken clouds
270,Sioux Lookout,CA,2022-03-30 13:16:19,50.1001,-91.917,26.67,93,100,2.3,overcast clouds
271,Port Elizabeth,ZA,2022-03-30 13:16:19,-33.918,25.5701,72.1,63,0,15.01,clear sky
272,Porto Novo,BJ,2022-03-30 13:16:20,6.4965,2.6036,89.42,52,100,10.27,overcast clouds
273,Darasun,RU,2022-03-30 13:17:20,51.6667,114.0,18.12,45,0,2.53,clear sky
274,Ostrovnoy,RU,2022-03-30 13:17:21,68.0531,39.5131,22.51,83,100,12.77,overcast clouds
275,Junction City,US,2022-03-30 13:17:22,39.0286,-96.8314,42.6,70,100,16.11,overcast clouds
276,Caracollo,PE,2022-03-30 13:17:22,-14.9165,-70.6603,45.1,78,69,3.53,broken clouds
277,Pringsewu,ID,2022-03-30 13:17:22,-5.3582,104.9744,74.41,96,81,2.26,broken clouds
278,Newport,GB,2022-03-30 13:17:23,51.5877,-2.9984,54.52,69,100,3.76,overcast clouds
279,Abu Dhabi,AE,2022-03-30 13:14:42,24.4667,54.3667,78.91,72,0,12.66,clear sky
280,Aksu,CN,2022-03-30 13:17:23,41.1231,80.2644,55.81,34,0,7.2,clear sky
281,Kudahuvadhoo,MV,2022-03-30 13:17:24,2.6708,72.8944,82.62,69,19,1.1,few clouds
282,Oblivskaya,RU,2022-03-30 13:17:24,48.5362,42.5014,64.81,43,99,16.67,overcast clouds
283,Campoverde,PE,2022-03-30 13:17:25,-8.4753,-74.8058,78.49,86,100,3.22,overcast clouds
284,Akdepe,TM,2022-03-30 13:17:25,42.0551,59.3788,60.89,9,0,14.41,clear sky
285,Dwarka,IN,2022-03-30 13:17:25,22.2394,68.9678,81.1,69,0,13.67,clear sky
286,Martapura,ID,2022-03-30 13:17:26,-3.4167,114.85,80.69,89,75,2.3,light rain
287,Burnie,AU,2022-03-30 13:17:27,-41.0667,145.9167,55.92,74,71,7.49,broken clouds
288,Ukiah,US,2022-03-30 13:17:27,39.1502,-123.2078,49.37,89,75,5.75,broken clouds
289,Broken Hill,AU,2022-03-30 13:17:27,-31.95,141.4333,65.03,34,100,14.81,overcast clouds
290,Skibotn,NO,2022-03-30 13:17:28,69.3913,20.2679,27.57,91,100,13.4,light snow
291,Ushtobe,KZ,2022-03-30 13:17:28,45.2514,77.9838,46.51,30,0,6.96,clear sky
292,Katherine,AU,2022-03-30 13:17:29,-14.4667,132.2667,77.32,65,100,0.0,overcast clouds
293,Chulman,RU,2022-03-30 13:17:29,56.8479,124.9104,4.44,98,100,2.3,light snow
294,Nioro,GM,2022-03-30 13:17:29,13.35,-15.75,100.33,13,6,9.08,clear sky
295,Tezu,IN,2022-03-30 13:17:30,27.9167,96.1667,77.52,52,100,2.15,overcast clouds
296,Khuzhir,RU,2022-03-30 13:17:30,53.1939,107.3397,11.28,88,4,3.98,clear sky
297,Tianmen,CN,2022-03-30 13:17:31,30.6516,113.1603,61.32,95,100,7.02,overcast clouds
298,Bagdarin,RU,2022-03-30 13:17:31,54.4333,113.6,5.31,89,15,4.59,few clouds
299,College,US,2022-03-30 13:16:52,64.8569,-147.8028,23.07,76,100,0.0,overcast clouds
300,Keetmanshoop,NA,2022-03-30 13:17:32,-26.5833,18.1333,90.52,25,20,4.61,few clouds
301,Datong,CN,2022-03-30 13:17:32,40.0936,113.2914,40.37,36,0,11.97,clear sky
302,San Carlos De Bariloche,AR,2022-03-30 13:17:32,-41.1456,-71.3082,37.15,65,20,3.44,few clouds
303,Talnakh,RU,2022-03-30 13:17:33,69.4865,88.3972,24.21,88,100,13.22,overcast clouds
304,Bakchar,RU,2022-03-30 13:17:33,57.0186,82.0711,31.48,82,100,13.65,overcast clouds
305,Kawerau,NZ,2022-03-30 13:17:34,-38.1,176.7,60.1,95,1,4.05,clear sky
306,Douglas,US,2022-03-30 13:12:43,41.3,-96.167,39.02,78,100,12.66,overcast clouds
307,Camacha,PT,2022-03-30 13:17:34,33.0833,-16.3333,62.02,63,75,11.5,broken clouds
308,Kavaratti,IN,2022-03-30 13:17:35,10.5669,72.642,83.82,70,7,4.56,clear sky
309,Namibe,AO,2022-03-30 13:17:35,-15.1961,12.1522,77.63,61,74,14.27,broken clouds
310,Cervo,ES,2022-03-30 13:17:35,43.6702,-7.4101,57.96,73,19,10.87,few clouds
311,Provideniya,RU,2022-03-30 13:17:36,64.3833,-173.3,1.33,84,41,10.8,scattered clouds
312,Pombia,IT,2022-03-30 13:18:36,45.653,8.6336,53.4,86,75,5.75,light rain
313,Saint-Philippe,RE,2022-03-30 13:18:37,-21.3585,55.7679,80.19,82,81,15.41,light rain
314,Codrington,AU,2022-03-30 13:18:37,-38.2667,141.9667,58.23,58,100,17.9,overcast clouds
315,Gizo,SB,2022-03-30 13:18:37,-8.103,156.8419,84.34,70,100,3.76,overcast clouds
316,Batie,BF,2022-03-30 13:18:38,9.8833,-2.9167,106.3,18,94,2.51,overcast clouds
317,Avera,US,2022-03-30 13:18:38,33.194,-82.5271,56.71,90,100,7.49,overcast clouds
318,Jaciara,BR,2022-03-30 13:18:38,-15.9653,-54.9683,77.4,80,100,7.67,overcast clouds
319,Mendi,PG,2022-03-30 13:18:39,-6.1761,143.6513,56.7,99,100,1.21,overcast clouds
320,Hambantota,LK,2022-03-30 13:18:39,6.1241,81.1185,82.36,73,25,7.9,scattered clouds
321,Voznesenskaya,RU,2022-03-30 13:18:40,44.5527,41.0318,57.29,51,100,4.85,overcast clouds
322,Jaypur,IN,2022-03-30 13:18:40,18.85,82.5833,89.42,12,1,3.0,clear sky
323,Hundested,DK,2022-03-30 13:18:40,55.9667,11.8667,40.05,58,100,11.77,overcast clouds
324,Sol-Iletsk,RU,2022-03-30 13:18:41,51.1631,54.9918,39.47,97,100,17.0,overcast clouds
325,Sola,VU,2022-03-30 13:18:41,-13.8833,167.55,82.18,70,97,1.1,overcast clouds
326,Ayagoz,KZ,2022-03-30 13:18:42,47.9714,80.4392,26.44,79,62,7.36,broken clouds
327,Palmares Do Sul,BR,2022-03-30 13:16:28,-30.2578,-50.5097,69.1,95,100,20.51,overcast clouds
328,Pospelikha,RU,2022-03-30 13:18:42,51.95,81.7667,33.75,83,60,20.54,broken clouds
329,Shenzhen,CN,2022-03-30 13:18:42,22.5455,114.0683,76.86,83,8,4.38,clear sky
330,Metu,ET,2022-03-30 13:18:43,8.3,35.5833,88.97,19,88,8.5,overcast clouds
331,Pinega,RU,2022-03-30 13:18:43,64.7001,43.3936,25.92,75,100,7.05,light snow
332,Sarkand,KZ,2022-03-30 13:18:44,45.41,79.9186,36.32,65,1,4.85,clear sky
333,Soe,ID,2022-03-30 13:18:44,-9.8607,124.284,66.7,94,100,2.86,heavy intensity rain
334,Baruun-Urt,MN,2022-03-30 13:18:45,46.6806,113.2792,21.96,46,3,9.31,clear sky
335,Correntina,BR,2022-03-30 13:18:45,-13.3433,-44.6367,83.82,45,100,4.41,overcast clouds
336,Saint-Joseph,RE,2022-03-30 13:18:45,-21.3667,55.6167,79.18,80,47,16.8,light rain
337,Aklavik,CA,2022-03-30 13:18:46,68.2191,-135.0107,-20.2,83,20,4.61,few clouds
338,Nilanga,IN,2022-03-30 13:18:46,18.1,76.7667,96.75,10,2,7.11,clear sky
339,Waddan,LY,2022-03-30 13:18:46,29.1614,16.139,90.07,8,7,7.11,clear sky
340,Sao Joao Da Barra,BR,2022-03-30 13:18:47,-21.6403,-41.0511,82.49,77,0,8.05,clear sky
341,Ojinaga,MX,2022-03-30 13:18:25,29.5667,-104.4167,57.58,44,0,13.8,clear sky
342,Okha,RU,2022-03-30 13:18:47,53.5739,142.9478,11.8,88,16,13.09,few clouds
343,Beaufort,MY,2022-03-30 13:18:48,5.3473,115.7455,77.2,91,73,2.35,broken clouds
344,Kanchanaburi,TH,2022-03-30 13:18:48,14.6333,99.1,81.88,70,54,3.15,broken clouds
345,Reconquista,AR,2022-03-30 13:18:49,-29.15,-59.65,54.45,54,100,9.71,light rain
346,Cabedelo,BR,2022-03-30 13:17:50,-6.9811,-34.8339,88.47,70,100,13.62,overcast clouds
347,Banda Aceh,ID,2022-03-30 13:18:49,5.5577,95.3222,80.37,80,51,3.87,broken clouds
348,Oktyabrskiy,RU,2022-03-30 13:18:09,54.4815,53.471,35.02,100,100,13.47,overcast clouds
349,Lo Arado,MX,2022-03-30 13:18:49,19.6167,-104.5833,59.09,21,9,3.98,clear sky
350,La Serena,CL,2022-03-30 13:18:50,-29.9078,-71.2542,54.91,94,75,4.61,haze
351,Herat,AF,2022-03-30 13:18:50,34.5,62.0,61.66,25,0,12.44,clear sky
352,Kupang,ID,2022-03-30 13:18:51,-10.1667,123.5833,78.58,84,98,3.49,overcast clouds
353,Laguna,US,2022-03-30 13:15:07,38.421,-121.4238,52.09,90,100,9.22,overcast clouds
354,San Joaquin,US,2022-03-30 13:18:51,37.9333,-121.3011,51.93,87,0,5.75,clear sky
355,Pochutla,MX,2022-03-30 13:19:52,15.7432,-96.4661,70.83,63,10,5.86,clear sky
356,Garissa,KE,2022-03-30 13:19:52,-0.4536,39.6401,94.15,38,19,4.76,few clouds
357,Mugan,CN,2022-03-30 13:19:52,35.9404,101.3842,40.01,47,100,10.47,overcast clouds
358,Gat,IL,2022-03-30 13:19:53,31.61,34.7642,75.4,8,26,12.46,scattered clouds
359,Mount Isa,AU,2022-03-30 13:19:53,-20.7333,139.5,78.57,21,0,6.91,light rain
360,Padang,ID,2022-03-30 13:19:53,-0.9492,100.3543,78.85,83,12,3.11,few clouds
361,Port Blair,IN,2022-03-30 13:19:54,11.6667,92.75,83.39,69,17,2.62,few clouds
362,Talaya,RU,2022-03-30 13:19:54,61.3833,152.75,-4.47,100,100,2.95,overcast clouds
363,Solnechnyy,RU,2022-03-30 13:19:55,50.7214,136.6319,15.4,83,100,5.5,overcast clouds
364,Mahajanga,MG,2022-03-30 13:19:55,-15.7167,46.3167,87.4,59,100,5.37,overcast clouds
365,Doha,QA,2022-03-30 13:19:55,25.2867,51.5333,86.31,40,0,17.27,clear sky
366,Antofagasta,CL,2022-03-30 13:16:59,-23.65,-70.4,63.68,72,43,2.86,scattered clouds
367,Verkhnyaya Sinyachikha,RU,2022-03-30 13:19:56,57.976,61.6673,34.41,98,100,11.54,snow
368,Gemena,CD,2022-03-30 13:19:56,3.25,19.7667,100.76,22,27,4.03,scattered clouds
369,Mackay,AU,2022-03-30 13:19:57,-21.15,149.2,69.67,71,0,7.9,clear sky
370,Bama,NG,2022-03-30 13:19:57,11.5221,13.6856,101.28,3,13,7.9,few clouds
371,Ewa Beach,US,2022-03-30 13:19:57,21.3156,-158.0072,73.69,80,0,5.75,clear sky
372,Sajanan,TN,2022-03-30 13:19:58,37.0573,9.2426,59.92,69,100,11.81,overcast clouds
373,Riyadh,SA,2022-03-30 13:16:28,24.6877,46.7219,86.14,8,68,2.53,broken clouds
374,Abu Kamal,SY,2022-03-30 13:19:58,34.4506,40.9171,80.87,13,100,13.42,overcast clouds
375,Boksitogorsk,RU,2022-03-30 13:19:59,59.474,33.8485,29.61,81,100,9.6,light snow
376,Hailar,CN,2022-03-30 13:19:59,49.2,119.7,14.72,70,81,2.06,broken clouds
377,Hasaki,JP,2022-03-30 13:19:59,35.7333,140.8333,59.4,85,100,19.04,overcast clouds
378,Dedza,MW,2022-03-30 13:20:00,-14.3779,34.3332,66.31,81,84,4.03,light rain
379,Ajdabiya,LY,2022-03-30 13:20:00,30.7554,20.2263,75.11,21,14,2.98,few clouds
380,Manokwari,ID,2022-03-30 13:20:01,-0.8667,134.0833,79.81,82,86,8.79,overcast clouds
381,Ancud,CL,2022-03-30 13:17:00,-41.8697,-73.8203,48.22,76,10,2.46,clear sky
382,Marsa Matruh,EG,2022-03-30 13:20:02,31.3525,27.2453,66.9,59,0,13.29,clear sky
383,Santa Fe,AR,2022-03-30 13:20:03,-31.6333,-60.7,60.03,40,67,7.0,broken clouds
384,General Roca,AR,2022-03-30 13:20:04,-39.0333,-67.5833,56.62,32,0,12.73,clear sky
385,Puerto Colombia,CO,2022-03-30 13:17:45,10.9878,-74.9547,78.89,78,100,10.85,overcast clouds
386,Gornopravdinsk,RU,2022-03-30 13:20:05,60.05,69.9,28.58,84,98,11.54,overcast clouds
387,Puerto Gaitan,CO,2022-03-30 13:20:06,4.3133,-72.0816,78.96,77,40,3.44,scattered clouds
388,Linxia,CN,2022-03-30 13:20:07,35.6003,103.2064,45.88,39,100,8.28,overcast clouds
389,Mozarlandia,BR,2022-03-30 13:20:07,-14.7447,-50.5706,82.09,72,73,2.21,broken clouds
390,Zalantun,CN,2022-03-30 13:20:08,48.0,122.7167,27.19,43,0,7.74,clear sky
391,Mega,ET,2022-03-30 13:20:08,4.05,38.3,78.58,30,63,18.03,broken clouds
392,Mindyak,RU,2022-03-30 13:20:09,54.0231,58.7891,34.34,95,100,20.2,light snow
393,Paracuru,BR,2022-03-30 13:20:09,-3.41,-39.0306,83.1,69,95,12.93,overcast clouds
394,Shimoda,JP,2022-03-30 13:20:10,34.6667,138.95,56.1,93,100,8.19,overcast clouds
395,Tilichiki,RU,2022-03-30 13:20:10,60.4667,166.1,7.32,89,100,8.19,overcast clouds
396,Gorno-Altaysk,RU,2022-03-30 13:20:11,51.9561,85.955,33.51,68,99,7.0,overcast clouds
397,Cheyenne,US,2022-03-30 13:19:32,41.14,-104.8203,23.77,78,0,15.99,clear sky
398,Cravo Norte,CO,2022-03-30 13:20:11,6.3017,-70.2041,85.39,52,31,5.99,scattered clouds
399,Raudeberg,NO,2022-03-30 13:20:12,61.9875,5.1352,39.96,78,18,14.18,few clouds
400,Kangavar,IR,2022-03-30 13:21:12,34.5043,47.9653,68.92,11,3,13.35,clear sky
401,Cayenne,GF,2022-03-30 13:16:39,4.9333,-52.3333,84.09,16,75,10.36,broken clouds
402,Lisakovsk,KZ,2022-03-30 13:21:13,52.5369,62.4936,36.55,84,100,24.09,overcast clouds
403,Tongren,CN,2022-03-30 13:21:13,27.7172,109.1853,59.72,97,100,3.18,overcast clouds
404,Gelemso,ET,2022-03-30 13:21:14,8.8167,40.5167,80.62,17,14,12.21,few clouds
405,Ca Mau,VN,2022-03-30 13:21:14,9.1769,105.15,80.46,80,81,4.76,broken clouds
406,Botou,CN,2022-03-30 13:21:15,38.0667,116.5667,44.38,36,91,8.05,overcast clouds
407,Tsovazard,AM,2022-03-30 13:21:15,40.4709,45.0588,35.46,89,76,4.36,broken clouds
408,Vardo,NO,2022-03-30 13:21:15,70.3705,31.1107,28.38,93,75,27.63,light shower snow
409,Zhigansk,RU,2022-03-30 13:21:16,66.7697,123.3711,3.16,94,77,14.43,broken clouds
410,Fort Nelson,CA,2022-03-30 13:21:16,58.8053,-122.7002,33.39,69,75,2.3,broken clouds
411,Zyryanka,RU,2022-03-30 13:21:17,65.75,150.85,-16.08,100,71,5.59,broken clouds
412,Sungairaya,ID,2022-03-30 13:21:17,0.7,108.9,80.67,77,76,3.49,broken clouds
413,Kjollefjord,NO,2022-03-30 13:21:18,70.9457,27.3465,30.25,93,75,21.85,light snow
414,Kigali,RW,2022-03-30 13:16:28,-1.95,30.0588,60.73,100,100,11.01,overcast clouds
415,Mtwara,TZ,2022-03-30 13:21:18,-10.2667,40.1833,81.82,80,100,8.88,light rain
416,Pevek,RU,2022-03-30 13:21:18,69.7008,170.3133,-16.58,98,94,4.27,overcast clouds
417,Taoudenni,ML,2022-03-30 13:21:11,22.6783,-3.9836,92.64,17,100,11.92,overcast clouds
418,Vilyuysk,RU,2022-03-30 13:21:19,63.7553,121.6247,-2.07,100,31,3.74,scattered clouds
419,Bilma,NE,2022-03-30 13:21:19,18.6853,12.9164,94.73,2,46,12.44,scattered clouds
420,Cidreira,BR,2022-03-30 13:21:20,-30.1811,-50.2056,69.89,95,100,14.79,light rain
421,Teeli,RU,2022-03-30 13:21:20,51.0333,90.2333,20.89,80,67,4.09,broken clouds
422,Den Helder,NL,2022-03-30 13:21:21,52.9599,4.7593,49.96,67,100,15.99,overcast clouds
423,South Lake Tahoe,US,2022-03-30 13:21:21,38.9332,-119.9844,38.52,93,0,0.0,clear sky
424,Mangan,IN,2022-03-30 13:19:16,27.5167,88.5333,68.9,87,100,0.31,overcast clouds
425,Ekibastuz,KZ,2022-03-30 13:21:22,51.6667,75.3667,35.37,86,98,22.88,overcast clouds
426,Mareeba,AU,2022-03-30 13:21:22,-17.0,145.4333,68.43,84,100,1.61,overcast clouds
427,Ruteng,ID,2022-03-30 13:21:23,-8.6136,120.4721,63.57,94,89,0.81,overcast clouds
428,Miajadas,ES,2022-03-30 13:21:23,39.1513,-5.9084,64.87,44,9,15.61,clear sky
429,Houston,US,2022-03-30 13:17:51,29.7633,-95.3633,74.17,81,100,14.97,haze
430,Acarau,BR,2022-03-30 13:16:27,-2.8856,-40.12,82.9,73,77,13.62,broken clouds
431,Majene,ID,2022-03-30 13:21:24,-3.5403,118.9707,79.52,81,100,1.92,overcast clouds
432,Booue,GA,2022-03-30 13:21:24,-0.0921,11.9385,94.82,43,87,1.5,overcast clouds
433,Port Augusta,AU,2022-03-30 13:21:24,-32.5,137.7667,64.42,67,100,20.13,overcast clouds
434,Meridian,US,2022-03-30 13:21:25,43.6121,-116.3915,43.09,77,0,0.0,clear sky
435,Yeppoon,AU,2022-03-30 13:21:25,-23.1333,150.7333,74.98,58,0,4.54,clear sky
436,Port Townsend,US,2022-03-30 13:21:26,48.117,-122.7605,46.38,88,100,1.99,overcast clouds
437,Port Lincoln,AU,2022-03-30 13:21:26,-34.7333,135.8667,62.29,60,100,18.48,overcast clouds
438,Mananjary,MG,2022-03-30 13:21:26,-21.2167,48.3333,77.38,84,0,12.28,moderate rain
439,Khani,GE,2022-03-30 13:21:27,41.9563,42.9566,60.37,95,100,6.38,overcast clouds
440,Yulara,AU,2022-03-30 13:21:27,-25.2406,130.9889,80.44,26,44,12.66,scattered clouds
441,Rio Brilhante,BR,2022-03-30 13:21:27,-21.8019,-54.5464,87.57,50,0,8.75,clear sky
442,Shasta Lake,US,2022-03-30 13:21:28,40.6804,-122.3708,54.32,74,100,2.66,overcast clouds
443,Griffith,US,2022-03-30 13:21:28,41.5284,-87.4237,51.06,72,100,12.66,overcast clouds
444,Toguchin,RU,2022-03-30 13:21:29,55.2353,84.3858,32.41,94,100,20.69,light snow
445,Coihaique,CL,2022-03-30 13:21:29,-45.5752,-72.0662,44.55,70,20,4.61,few clouds
446,Nabire,ID,2022-03-30 13:21:29,-3.3667,135.4833,76.14,94,100,4.83,overcast clouds
447,Port Hawkesbury,CA,2022-03-30 13:21:30,45.6169,-61.3485,31.8,95,100,13.8,overcast clouds
448,Ratnagiri,IN,2022-03-30 13:22:30,16.9833,73.3,83.71,68,0,6.93,clear sky
449,Ballina,AU,2022-03-30 13:22:31,-28.8667,153.5667,69.98,99,90,18.61,overcast clouds
450,Cockburn Town,TC,2022-03-30 13:22:31,21.4612,-71.1419,75.7,67,10,23.4,clear sky
451,Saint-Ambroise,CA,2022-03-30 13:22:31,48.5501,-71.3324,17.89,87,52,5.99,broken clouds
452,Mogadishu,SO,2022-03-30 13:22:32,2.0371,45.3438,85.87,79,20,18.41,few clouds
453,Nantucket,US,2022-03-30 13:20:08,41.2835,-70.0995,37.51,42,0,21.85,clear sky
454,Taman,RU,2022-03-30 13:22:32,45.2117,36.7161,50.14,75,17,20.13,few clouds
455,Barcelos,PT,2022-03-30 13:22:33,41.5388,-8.6151,61.92,51,2,12.17,clear sky
456,Tura,IN,2022-03-30 13:22:33,25.5198,90.2201,74.19,72,100,2.86,overcast clouds
457,Orumiyeh,IR,2022-03-30 13:22:33,37.5527,45.0761,62.15,19,0,9.22,clear sky
458,Parrita,CR,2022-03-30 13:22:34,9.5201,-84.3225,79.36,66,94,2.93,overcast clouds
459,Salalah,OM,2022-03-30 13:22:34,17.0151,54.0924,86.09,45,0,10.36,clear sky
460,Porbandar,IN,2022-03-30 13:22:35,21.6422,69.6093,82.33,66,0,12.77,clear sky
461,Balkhash,KZ,2022-03-30 13:22:35,46.844,74.9804,34.77,63,6,5.57,clear sky
462,Shadrinsk,RU,2022-03-30 13:22:35,56.0852,63.6335,33.44,99,100,14.52,snow
463,Kaiyuan,CN,2022-03-30 13:22:36,23.6977,103.3037,67.95,73,6,6.26,clear sky
464,Vostok,RU,2022-03-30 13:22:36,46.4856,135.8833,12.7,94,22,4.03,few clouds
465,Lingao,CN,2022-03-30 13:22:36,19.9103,109.6859,74.41,93,44,13.73,scattered clouds
466,Mecca,SA,2022-03-30 13:18:11,21.4267,39.8261,95.59,15,0,16.33,clear sky
467,Hwange,ZW,2022-03-30 13:22:37,-18.3693,26.5019,82.2,54,54,7.85,light rain
468,Itarema,BR,2022-03-30 13:22:37,-2.9248,-39.9167,83.35,71,74,13.62,broken clouds
469,Caraballeda,VE,2022-03-30 13:22:38,10.6112,-66.8522,85.86,63,48,8.81,scattered clouds
470,Jacareacanga,BR,2022-03-30 13:22:38,-6.2222,-57.7528,75.63,96,100,3.2,overcast clouds
471,Esperance,AU,2022-03-30 13:22:38,-33.8667,121.9,65.25,68,100,19.17,overcast clouds
472,Coahuayana,MX,2022-03-30 13:22:39,18.7333,-103.6833,62.01,24,78,3.51,broken clouds
473,Klyuchi,RU,2022-03-30 13:22:39,52.2667,79.1667,33.93,82,53,14.05,broken clouds
474,Belgaum,IN,2022-03-30 13:22:39,15.8667,74.5,84.51,45,3,12.84,clear sky
475,Forbes,AU,2022-03-30 13:22:40,-33.3833,148.0167,69.93,76,2,7.25,clear sky
476,Raga,SS,2022-03-30 13:22:40,8.4596,25.678,100.44,7,0,4.85,clear sky
477,Cosala,MX,2022-03-30 13:22:41,24.4125,-106.6908,57.43,44,0,3.65,clear sky
